título	id	precio	clics	clics no pagados	estado	disponibilidad	Anuncios de Shopping - activa	Anuncios de Shopping - rechazada o no válida	Anuncios de inventario local - rechazada o no válida	Fichas gratuitas - activa	Fichas gratuitas - rechazada o no válida	Fichas locales gratuitas - rechazada o no válida	Remarketing dinámico - activa	canal	etiqueta de feed	idioma	categoría en google product	checkout link template	descripción	enlace	enlace imagen	envío(país envío)	existe identificador	gtin	marca	mpn	tipo producto	update type
Pantalla de LED NovaStar P3.91mm 9.8' x 5.2' exterior llave en mano LED Sistema 18 Paneles	tledp391out18-1	9999.00 USD	0	0	nuevo	en stock				US				online	US	es			"Pantalla de pared de video LED Novastar P3.91 Paneles para exteriores ideales para pared de video LED para Iglesia o Iglesias y pared de video LED en una casa de culto. Estos paneles tienen una alta frecuencia de actualización, ideal para paredes de video LED en producción virtual, pared de video LED para estudios de TV, pantalla de pared de video LED para uso de alquiler o pantalla de pared de video LED para turismo. Pared de video LED para uso en streaming."	https://techledwall.com/producto/pantalla-de-led-novastar-p3-91mm-9-8-x-5-2-exterior-llave-en-mano-led-sistema-18-paneles/	https://techledwall.com/wp-content/uploads/2021/03/P3.91-9.8x5.2Outdoor.jpg	US			Greckoled			merge
Led Video Wall NovaStar P2.97mm 26.2' x 9.8' Indoor Turn-Key LED System 96 Panels	195	49199.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=195		https://techledwall.com/producto/led-video-wall-novastar-p2-97mm-26-2-x-9-8-indoor-turn-key-led-system-96-panels/	https://techledwall.com/wp-content/uploads/2021/03/P2.97-26.2x9.8Indoor.jpg				Greckoled	TLEDP297IN96	4526	merge
Led Video Wall NovaStar P2.97mm 9.8' x 5.2' Indoor Turn-Key LED System 18 Panels	tledp297in18	10467.68 USD	0	0	nuevo	en stock				US				online	US	es			"Pantalla de pared de video LED Novastar P2.97 Paneles interiores ideales para paredes de video LED y paredes de video LED de Iglesia o Iglesias en una casa de culto. Estos paneles tienen una alta frecuencia de actualización, ideal para paredes de video LED en producción virtual, pared de video LED para estudios de TV, pantalla de pared de video LED para uso de alquiler o pantalla de pared de video LED para giras. Pared de video LED para uso en transmisión."	https://techledwall.com/producto/led-video-wall-novastar-p2-97mm-9-8-x-5-2-indoor-turn-key-led-system-18-panels/	https://techledwall.com/wp-content/uploads/2021/03/P2.97-9.8x5.2Indoor.jpg	US			Greckoled			merge
Led Video Wall NovaStar P2.5mm 13.1' x 8.2' Indoor Turn-Key LED System 32 Panels	11394	22999.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=11394		https://techledwall.com/producto/led-video-wall-novastar-p2-5mm-13-1-x-8-2-indoor-turn-key-led-system-32-panels/	https://techledwall.com/wp-content/uploads/2024/04/13.1x8.2.jpg				Greckoled	TLEDP25IN32	4526	merge
Pantalla de LED NovaStar Poster LED Outdoor 3mm 25.19' x 75.79' WIFI 3G GOB	tledpp3in-1	3999.00 USD	0	1	nuevo	en stock				US				online	US	en			"Introducing the GreckoLED Outdoor Panel GOB, Series P3MM Big Banner 2023 Version. With its innovative Novastar Taurus WIFI system and a refresh rate of 1920Hz, this panel delivers stunning visual experiences. Designed for outdoor use, its non-reflective matte mask ensures optimal performance even under camera scrutiny. The GOB technology enhances durability and clarity, while the front service feature simplifies maintenance. Technical highlights include a display size of 640 x 1920 mm, IP45 rating for weather resistance, and a brightness of 3500 Nits for vivid displays in any lighting condition. Ideal for outdoor advertising, events, and digital signage, the GreckoLED Outdoor Panel GOB sets a new standard in visibility and reliability."	https://techledwall.com/producto/pantalla-de-led-novastar-poster-led-3mm-6-3-x-2-wifi-3g-gob/	https://techledwall.com/wp-content/uploads/2021/02/p3.jpg	US			Greckoled			merge
Led Video Wall NovaStar P3mm 15.7' x 9.5' Outdoor Turn-Key LED System 45 Panels	11404	28749.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11404		https://techledwall.com/producto/led-video-wall-novastar-p3mm-15-7-x-9-5-outdoor-turn-key-led-system-45-panels/	https://techledwall.com/wp-content/uploads/2024/04/15.7x9.5.jpg				Greckoled	TLEDP3OU45	4526	merge
Led Video Wall NovaStar P1.25mm 20.1' x 7.9' Indoor Turn-Key LED System 48 Panels	11369	82949.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11369		https://techledwall.com/producto/led-video-wall-novastar-p1-25mm-20-1-x-7-9-indoor-turn-key-led-system-48-panels/	https://techledwall.com/wp-content/uploads/2024/04/20.1x7.9.jpg				Greckoled	TLEDP125IN48	4526	merge
Led Video Wall NovaStar P3mm 31.5 x 12.6' Indoor 960x960 Turn-Key LED System	12249	57399.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=12249		https://techledwall.com/producto/led-video-wall-novastar-p3mm-31-5-x-12-6-indoor-960x960-turn-key-led-system/	https://techledwall.com/wp-content/uploads/2024/04/31.5x12.6-6.jpg				Greckoled	TLEDP3INRL40	4526	merge
Led Video Wall NovaStar P6mm 9.5' x 6.3' Outdoor Turn-Key LED System 18 Panels	11419	8199.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11419		https://techledwall.com/producto/led-video-wall-novastar-p6mm-9-5-x-6-3-outdoor-turn-key-led-system-18-panels/	https://techledwall.com/wp-content/uploads/2024/04/9.5x6.3-1.jpg				Greckoled	TLEDP6OU18	4526	merge
Led Video Wall NovaStar P5mm 25.2' x 9.5' Outdoor Turn-Key LED System 24 Panels	278	34599.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=278		https://techledwall.com/producto/led-video-wall-novastar-p5mm-25-2-x-9-5-outdoor-turn-key-led-system-24-panels-2/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP5OUT24.png				Greckoled	TLEDP5OUT24	4526	merge
Led Video Wall NovaStar P1.25mm 20.1' x 9.5' Indoor Turn-Key LED System 58 Panels	11370	98939.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11370		https://techledwall.com/producto/led-video-wall-novastar-p1-25mm-20-1-x-9-5-indoor-turn-key-led-system-58-panels/	https://techledwall.com/wp-content/uploads/2024/04/20.1x9.5.jpg				Greckoled	TLEDP125IN58	4526	merge
Pantalla de LED NovaStar P2.97mm 16.4' x 9.8' interior llave en mano LED Sistema 60 Paneles	tledp297in60-1	33999.00 USD	0	0	nuevo	en stock				US				online	US	es			"Pantalla de pared de video LED Novastar P2.97 Paneles de interior ideales para pared de video LED para Iglesia o Iglesias y pared de video LED en una casa de culto. Estos paneles tienen una alta frecuencia de actualización, ideal para paredes de video LED en producción virtual, pared de video LED para estudios de TV, pantalla de pared de video LED para uso de alquiler o pantalla de pared de video LED para turismo. Pared de video LED para uso en streaming."	https://techledwall.com/producto/pantalla-de-led-novastar-p2-97mm-16-4-x-9-8-interior-llave-en-mano-led-sistema-60-paneles/	https://techledwall.com/wp-content/uploads/2021/03/P2.97-16.4x9.8Indoor.jpg	US			Greckoled			merge
Led Video Wall NovaStar P8mm 12.6' x 6.3' Outdoor Turn-Key LED System 8 Panels	306	8599.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=306		https://techledwall.com/producto/led-video-wall-novastar-p8mm-12-6-x-6-3-outdoor-turn-key-led-system-8-panels/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP8FOUT8.png				Greckoled	TLEDP8FOUT8	4526	merge
Led Video Wall NovaStar P2.5mm 16.4'x9.8'' Indoor Turn-Key LED System 49 Panels	11396	34199.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=11396		https://techledwall.com/producto/led-video-wall-novastar-p2-5mm-16-4x9-8-indoor-turn-key-led-system-49-panels/	https://techledwall.com/wp-content/uploads/2024/04/16.4x9.8.jpg				Greckoled	TLEDP25IN49	4526	merge
Led Video Wall NovaStar P2.5mm 29.5'x11.5'' Indoor Turn-Key LED System 103 Panels	11399	70699.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=11399		https://techledwall.com/producto/led-video-wall-novastar-p2-5mm-29-5x11-5-indoor-turn-key-led-system-103-panels/	https://techledwall.com/wp-content/uploads/2024/04/29.5x11.5.jpg				Greckoled	TLEDP25IN103	4526	merge
Led Video Wall NovaStar P2.97mm 16.4' x 9.8' Indoor Turn-Key LED System 60 Panels	193	30999.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=193		https://techledwall.com/producto/led-video-wall-novastar-p2-97mm-16-4-x-9-8-indoor-turn-key-led-system-60-panels/	https://techledwall.com/wp-content/uploads/2021/03/P2.97-16.4x9.8Indoor.jpg				Greckoled	TLEDP297IN60	4526	merge
Led Video Wall NovaStar P8mm 9.5' x 6.3' Outdoor Turn-Key LED System 6 Panels	305	6699.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=305		https://techledwall.com/producto/led-video-wall-novastar-p8mm-9-5-x-6-3-outdoor-turn-key-led-system-6-panels/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP8FOUT6.png				Greckoled	TLEDP8FOUT6	4526	merge
Led Video Wall NovaStar P3mm 25.2 x 9.5' Outdoor Turn-Key LED System 72 Panels	11406	45599.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11406		https://techledwall.com/producto/led-video-wall-novastar-p3mm-25-2-x-9-5-outdoor-turn-key-led-system-72-panels/	https://techledwall.com/wp-content/uploads/2024/04/25.2x9.5-4.jpg				Greckoled	TLEDP3OU72	4526	merge
Led Video Wall NovaStar P1.25mm 29.4' x 9.5' Indoor Turn-Key LED System 84 Panels	11372	137315.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11372		https://techledwall.com/producto/led-video-wall-novastar-p1-25mm-29-4-x-9-5-indoor-turn-key-led-system-84-panels/	https://techledwall.com/wp-content/uploads/2024/04/29.4x9.5.jpg				Greckoled	TLEDP125IN84	4526	merge
Led Video Wall NovaStar P2.5mm Floor Indoor Turn-Key LED System Panels 500x500mm	11431	0.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11431		https://techledwall.com/producto/led-video-wall-novastar-p2-5mm-floor-indoor-turn-key-led-system-panels-500x500mm/	https://techledwall.com/wp-content/uploads/2024/04/2.5-1.jpg				Greckoled	TLEDFP25IN120	4526	merge
Led Video Wall NovaStar P8mm 15.7' x 9.5' Outdoor Turn-Key LED System 15 Panels	308	15249.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=308		https://techledwall.com/producto/led-video-wall-novastar-p8mm-15-7-x-9-5-outdoor-turn-key-led-system-15-panels/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP8FOUT15.png				Greckoled	TLEDP8FOUT15	4526	merge
Led Video Wall NovaStar P5mm 50' x 31' Indoor Turn-Key LED	4184	211500.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=4184		https://techledwall.com/producto/led-video-wall-novastar-p5mm-50-x-31-indoor-turn-key-led/	https://techledwall.com/wp-content/uploads/2021/09/p550x31.jpg				Greckoled		4526	merge
Pantalla de LED NovaStar P2.97mm 13.1' x 8.2' interior llave en mano LED Sistema 40 Paneles	tledp297in40-1	22999.00 USD	0	0	nuevo	en stock				US				online	US	es			"Pantalla de pared de video LED Novastar P2.97 Paneles de interior ideales para pared de video LED para Iglesia o Iglesias y pared de video LED en una casa de culto. Estos paneles tienen una alta frecuencia de actualización, ideal para paredes de video LED en producción virtual, pared de video LED para estudios de TV, pantalla de pared de video LED para uso de alquiler o pantalla de pared de video LED para turismo. Pared de video LED para uso en streaming."	https://techledwall.com/producto/pantalla-de-led-novastar-p2-97mm-13-1-x-8-2-interior-llave-en-mano-led-sistema-40-paneles/	https://techledwall.com/wp-content/uploads/2021/03/P2.97-13.1x8.2Indoor.jpg	US			Greckoled			merge
Pantalla de LED NovaStar P5mm 12.6' x 6.3' exterior llave en mano LED Sistema 8 Paneles	tledp5out8-1	12199.00 USD	0	0	nuevo	en stock				US				online	US	es			"Pantalla de pared de video LED Novastar P5 Paneles publicitarios de vallas publicitarias para exteriores ideales para pared de video LED para Iglesia o Iglesias y pared de video LED en una casa de culto. Estos paneles tienen una alta frecuencia de actualización, ideal para paredes de video LED en producción virtual, pared de video LED para estudios de TV, pantalla de pared de video LED para uso de alquiler o pantalla de pared de video LED para giras. Pared de video LED para uso en streaming."	https://techledwall.com/producto/pantalla-de-led-novastar-p5mm-12-6-x-6-3-exterior-llave-en-mano-led-sistema-8-paneles-2/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP5OUT8.png	US			Greckoled			merge
Led Video Wall NovaStar P3.91mm 36' x 26.2' Indoor Turn-Key LED	4198	179500.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=4198		https://techledwall.com/producto/led-video-wall-novastar-p3-91mm-36-x-26-2-indoor-turn-key-led/	https://techledwall.com/wp-content/uploads/2021/03/P3.91-36x26.2Indoor.jpg				Greckoled		4526	merge
Led Video Wall NovaStar P3mm 31.5 x 12.6' Outdoor Turn-Key LED System 120 Panels	11408	75399.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=11408		https://techledwall.com/producto/led-video-wall-novastar-p3mm-31-5-x-12-6-outdoor-turn-key-led-system-120-panels/	https://techledwall.com/wp-content/uploads/2024/04/31.5x12.6.jpg				Greckoled	TLEDP3OU120	4526	merge
Pantalla de LED NovaStar P2.97mm 16.4' x 8.2' interior llave en mano LED Sistema 50 Paneles	tledp297in50-1	28499.00 USD	0	0	nuevo	en stock				US				online	US	es			"Pantalla de pared de video LED Novastar P2.97 Paneles de interior ideales para pared de video LED para Iglesia o Iglesias y pared de video LED en una casa de culto. Estos paneles tienen una alta frecuencia de actualización, ideal para paredes de video LED en producción virtual, pared de video LED para estudios de TV, pantalla de pared de video LED para uso de alquiler o pantalla de pared de video LED para turismo. Pared de video LED para uso en streaming."	https://techledwall.com/producto/pantalla-de-led-novastar-p2-97mm-16-4-x-8-2-interior-llave-en-mano-led-sistema-50-paneles/	https://techledwall.com/wp-content/uploads/2021/03/P2.97-16.4x8.2Indoor.jpg	US			Greckoled			merge
Led Video Wall NovaStar P4mm 31.5 x 12.6' Indoor 960x960 Turn-Key LED System	12257	53199.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=12257		https://techledwall.com/producto/led-video-wall-novastar-p4mm-31-5-x-12-6-indoor-960x960-turn-key-led-system/	https://techledwall.com/wp-content/uploads/2024/04/31.5x12.6-7.jpg				Greckoled	TLEDP4INRL40	4526	merge
Led Video Wall NovaStar P10mm 9.5' x 6.3' Outdoor Turn-Key LED System 6 Panels	319	6099.00 USD	0	6	nuevo	en stock		US			US		US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=319	Led Video Wall NovaStar P10mm 9.5' x 6.3' Outdoor Turn-Key LED System 6 Panels	https://techledwall.com/producto/led-video-wall-novastar-p10mm-9-5-x-6-3-outdoor-turn-key-led-system-6-panels/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP10FOUT6.png			TLEDP10FOUT6	Greckoled	TLEDP10FOUT6	4526	merge
Led Video Wall NovaStar P5mm 31.5 x 12.6' Indoor 960x960 Turn-Key LED System	12265	49199.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=12265		https://techledwall.com/producto/led-video-wall-novastar-p5mm-31-5-x-12-6-indoor-960x960-turn-key-led-system/	https://techledwall.com/wp-content/uploads/2024/04/31.5x12.6-8.jpg				Greckoled	TLEDP5INRL40	4526	merge
Led Video Wall NovaStar P5mm 18.9' x 9.5' Outdoor Turn-Key LED System 18 Panels	277	26199.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=277		https://techledwall.com/producto/led-video-wall-novastar-p5mm-18-9-x-9-5-outdoor-turn-key-led-system-18-panels-2/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP5OUT18.png				Greckoled	TLEDP5OUT18	4526	merge
Led Video Wall NovaStar P3.91mm Floor 13.1' x 6.6' Indoor Turn-Key LED System 32 Panels	379	0.00 USD	0	0	nuevo	en stock		US			US		US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=379		https://techledwall.com/producto/led-video-wall-novastar-p3-91mm-floor-13-1-x-6-6-indoor-turn-key-led-system-32-panels/	https://techledwall.com/wp-content/uploads/2021/02/TLEDFP391IN32.png				Greckoled	TLEDFP391IN32	4526	merge
Led Video Wall NovaStar P5mm 40' x 25' Indoor Turn-Key LED	4183	138000.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=4183		https://techledwall.com/producto/led-video-wall-novastar-p5mm-40-x-25-indoor-turn-key-led/	https://techledwall.com/wp-content/uploads/2021/09/p540x25.jpg				Greckoled		4526	merge
Led Video Wall NovaStar P3.91mm 26.2' x 9.8' Indoor Turn-Key LED System	12062	44199.00 USD	0	0	nuevo	en stock	US			US			US	online	US	en	4526	https://techledwall.com/cart/?add-to-cart=12062		https://techledwall.com/producto/led-video-wall-novastar-p3-91mm-26-2-x-9-8-indoor-turn-key-led-system/	https://techledwall.com/wp-content/uploads/2024/04/26.2x9.8-1.jpg				Greckoled	TLEDP391IN96	4526	merge
Led Video Wall NovaStar P5mm 15.7' x 9.5' Outdoor Turn-Key LED System 15 Panels	276	21999.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=276		https://techledwall.com/producto/led-video-wall-novastar-p5mm-15-7-x-9-5-outdoor-turn-key-led-system-15-panels-2/	https://techledwall.com/wp-content/uploads/2021/02/TLEDP5OUT15.png				Greckoled	TLEDP5OUT15	4526	merge
Led Video Wall NovaStar P1.86mm 16.8' x 6.3' Indoor Turn-Key LED System 32 Panels	11383	0.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11383		https://techledwall.com/producto/led-video-wall-novastar-p1-86mm-16-8-x-6-3-indoor-turn-key-led-system-32-panels/	https://techledwall.com/wp-content/uploads/2024/04/16.8x6.3-3.jpg				Greckoled		4526	merge
Led Video Wall NovaStar P4mm 18.9' x 9.5' Outdoor Turn-Key LED System 45 Panels	11413	28899.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11413		https://techledwall.com/producto/led-video-wall-novastar-p4mm-18-9-x-9-5-outdoor-turn-key-led-system-45-panels/	https://techledwall.com/wp-content/uploads/2024/04/18.9x9.5-1.jpg				Greckoled	TLEDP4OU54	4526	merge
Led Video Wall NovaStar P4mm 25.2 x 9.5' Outdoor Turn-Key LED System 72 Panels	11414	38199.00 USD	0	0	nuevo	en stock			US			US		En tienda	US	en	4526	https://techledwall.com/cart/?add-to-cart=11414		https://techledwall.com/producto/led-video-wall-novastar-p4mm-25-2-x-9-5-outdoor-turn-key-led-system-72-panels/	https://techledwall.com/wp-content/uploads/2024/04/25.2x9.5-5.jpg				Greckoled	TLEDP4OU72	4526	merge
Pantalla de LED NovaStar P2.97mm 9.8' x 5.2' interior llave en mano LED Sistema 18 Paneles	tledp297in18-1	11414.00 USD	0	0	nuevo	en stock				US				online	US	es			"Pantalla de pared de video LED Novastar P2.97 Paneles de interior ideales para pared de video LED para Iglesia o Iglesias y pared de video LED en una casa de culto. Estos paneles tienen una alta frecuencia de actualización, ideal para paredes de video LED en producción virtual, pared de video LED para estudios de TV, pantalla de pared de video LED para uso de alquiler o pantalla de pared de video LED para turismo. Pared de video LED para uso en streaming."	https://techledwall.com/producto/pantalla-de-led-novastar-p2-97mm-9-8-x-5-2-interior-llave-en-mano-led-sistema-18-paneles/	https://techledwall.com/wp-content/uploads/2021/03/P2.97-9.8x5.2Indoor.jpg	US			Greckoled			merge
